rf_model,xgb_model,lstm_model,travel_time
5.534693092051806,5.5035257,5.6592016,5.4
6.945777941287829,7.043073,5.5023375,7.5
7.984920417833424,10.661822,5.664242,11.1
5.221885579351501,4.986296,5.954835,4.7
6.071536908208168,5.457598,5.811139,5.0
8.871394841269842,10.559792,5.6061373,11.0
7.22487960589605,8.208437,5.7641134,9.1
5.889601333313399,5.518013,5.761857,5.2
7.766204063980343,7.8398514,6.2642355,8.0
5.811394205225225,5.648967,6.162937,5.2
6.134381061374716,6.051177,6.202137,6.4
6.304131188529045,6.233402,6.3628635,5.9
6.4459135132142515,6.5560813,6.752699,6.8
6.353505648295542,6.402375,6.510539,5.9
6.744677115708294,6.6068726,6.5055466,7.0
5.730876241813738,5.919057,6.499648,5.5
5.730876241813738,5.919057,6.416334,5.5
6.3413018925518925,6.413369,7.263482,6.5
6.3413018925518925,6.413369,7.263482,6.5
5.062433415829978,4.8301287,6.3164444,4.8
6.971343614718615,7.0560627,6.3164444,7.1
5.970782427387574,5.6761584,6.6139812,5.4
6.497641912865108,6.497795,6.012742,6.6
4.7912742570083875,4.6335716,6.743164,4.7
6.075795817367188,5.9779525,5.5853806,6.3
5.886914948776698,5.7749786,5.6890826,5.7
6.540671784690468,6.4711456,5.4501543,7.2
5.874046305803503,5.829267,6.451128,5.9
7.0240835559575165,6.975579,5.33897,7.0
5.5905494154119575,5.645105,5.8574715,5.5
5.492161390026845,5.4321923,5.4155283,5.3
5.0674945718605136,4.9919443,5.769087,4.9
5.027640840917396,4.932036,5.439725,4.8
5.36383230903352,5.3342414,5.3569646,5.2
5.853489885413833,6.1491942,5.2665114,6.8
5.784293593730405,5.885866,5.805706,5.6
6.49793732053731,6.654173,5.5195236,6.5
7.995525558727766,10.81566,5.8846397,12.2
6.15952934112512,6.075332,5.910385,5.6
5.998950088837238,5.88333,6.2585144,5.7
8.470415674603174,10.83797,6.233286,11.5
7.075619250013273,5.9802804,5.7595224,6.1
6.360742084022498,5.8978477,6.2517805,5.2
7.249614152863211,7.1994457,6.323227,7.6
5.048249272662999,5.0387073,6.4976845,4.6
6.70639803615963,6.5149646,6.5189085,6.9
5.236820369471752,5.19556,6.359542,4.9
6.481741159507002,6.3100953,6.592596,6.3
5.989741678390982,5.909855,6.2870274,5.5
6.775863851426352,6.980578,6.552314,7.3
6.079197721260226,5.9761686,6.5654793,5.7
5.846929867107221,5.7792273,6.992426,6.0
4.705244408369409,4.143429,7.4144506,3.9
9.108195767195761,10.717515,5.7597218,11.6
4.971416525709331,4.9270053,5.9204493,4.7
5.238988128186763,5.41479,6.0008135,5.8
4.752744311837764,4.5087814,6.238312,4.4
5.999732193173542,6.1804304,5.40451,6.8
4.789781715969216,4.4796996,5.609456,4.3
6.018536737433277,5.9358077,5.4122324,6.3
4.936410111813613,4.8619637,5.971675,4.7
4.841288793335257,4.7663674,5.4711084,4.3
6.4464043584520985,6.222503,5.5939894,6.2
5.8006097729283175,5.897695,5.832287,5.7
6.295223489527796,5.906691,5.690757,5.8
6.059988438929109,6.125135,5.417123,6.2
5.713010186803674,5.568922,5.6450214,5.5
6.2280185340642875,6.3497,5.4794817,6.9
8.726255775424253,10.654517,5.927393,11.2
5.617992274419454,4.9880233,5.7463393,5.0
6.618476502068048,6.5566235,5.9560585,6.4
6.772310601787593,6.4930844,5.948408,7.0
6.809016060787885,6.5916023,6.3820286,6.2
6.76439852548067,6.618042,6.335868,7.3
6.289895119174749,6.0093536,6.4756985,5.8
6.195943605445324,6.205832,6.4190407,6.4
6.435599844463817,6.4058986,6.438902,6.3
6.278000077137208,6.30261,6.635332,6.4
5.128080654547021,5.1435785,7.105459,4.8
5.360538006023485,5.8074145,5.8958645,5.9
5.239482631887226,5.229069,6.8081255,5.0
6.062921404560719,6.160902,5.4022226,6.6
5.5889079729906594,5.6158347,5.7893333,5.3
5.868561673327695,6.083314,5.485417,6.6
4.830917793516251,4.542753,5.4005136,4.5
5.535452897616003,5.718288,5.3917036,6.2
5.410841103197239,5.3624864,6.015171,5.2
6.689431697515024,6.854241,5.4285135,7.6
5.6790360232457475,4.652993,5.541279,4.7
6.262504306040186,6.208101,6.0117054,6.0
6.223389237548244,5.143186,5.8160114,5.0
6.869371717286447,6.934232,5.686717,7.4
5.697584081238195,5.147962,6.2802086,5.1
5.387624247994544,5.1597676,5.781514,5.1
9.201677055651315,10.828609,5.484626,11.2
5.440632471303185,4.8317914,6.486787,4.6
6.989801791992655,6.91355,5.388172,7.6
6.069346318033818,5.9280705,7.3935432,5.5
7.333355139924696,7.47167,6.307889,7.8
6.457289093066513,6.445883,6.6268215,5.9
6.35161139982777,6.4714365,6.73248,6.8
7.10115076040191,6.7852416,6.496562,6.7
6.321654107166342,6.4214096,6.374482,6.5
5.74369888870876,5.532228,6.173462,5.3
7.15914333814334,6.9826965,6.127761,7.2
6.011566928441933,6.001183,6.699498,5.7
7.96409890154648,7.6761203,5.765895,7.8
7.155756503218559,5.984419,6.8339233,5.7
6.712583721071956,6.3716526,6.675314,6.7
4.844406458049119,4.834524,6.758971,4.7
7.131691806004085,7.2547326,5.7277794,7.6
5.169863583550849,5.1596785,6.3332205,4.9
6.3522101133226805,6.549317,5.911909,7.1
6.89259102349101,6.554107,6.291749,6.3
5.155268602080268,5.4771214,5.576428,5.7
4.8610594789923995,4.8812633,6.085249,4.7
5.771466169886667,5.8589377,5.37474,6.3
5.037747822328323,4.9045615,5.468292,4.7
6.819109082712936,6.6848702,5.5534515,6.8
5.492549475046776,5.6318097,6.5216036,5.1
5.2716551247298105,5.423016,5.628571,5.9
5.401284515628709,5.3101254,6.1326036,5.1
5.195694490289303,5.443461,5.42542,5.9
4.662387055074555,4.202249,5.6324925,3.9
5.243795788270111,5.35037,5.5981865,5.9
5.098776074817532,5.186564,5.3489428,4.7
6.023251012587496,5.9627924,5.430904,6.8
5.880786337465013,5.703924,5.3705673,5.4
6.41363203761848,6.3856583,5.632182,6.8
6.275122773189701,6.326372,6.7307043,6.0
6.214858128978961,6.1701884,6.1053715,6.5
7.414297378547383,7.194325,6.472411,7.0
6.5111646524771505,6.7394495,6.53841,6.9
5.58639835858586,5.678746,6.490671,5.5
5.415409488659206,5.5399036,5.7542086,5.8
7.252254659692156,9.3470955,6.469471,9.8
6.051447474546828,6.141322,6.9344845,6.0
6.218053462982496,6.0916843,5.509478,6.1
5.41785694368058,5.2843094,6.0474243,5.1
4.400040893124225,4.4120655,6.299877,4.0
5.638388466716578,5.5129533,5.398634,5.5
7.523139682077181,7.447962,5.4106903,7.4
4.9159329708173765,4.72731,5.451417,4.6
5.46654704823913,5.2940516,5.762598,5.8
5.278147204862116,5.3283644,5.592803,5.2
6.713195349966361,6.036806,5.3739214,6.1
5.634266846395437,5.3251386,5.5335836,5.3
5.576763373426392,5.0735393,5.7032065,5.1
5.5482675495800455,4.663188,5.5254593,4.4
7.589956520425634,7.375503,5.3225155,7.6
6.0033814750064725,5.0716877,5.8176312,4.9
6.283072607494172,6.122717,5.6245975,6.3
5.993433665720351,5.978965,5.903331,5.5
6.915409666957927,6.9323654,5.9462805,7.2
5.726002849864586,5.6768155,6.252776,5.2
6.631571124812676,6.664268,6.041499,6.9
5.160511575405578,5.078188,6.028413,4.9
6.8076782112031005,6.859128,6.3205404,7.1
5.440014651788486,5.239506,6.2388344,5.0
6.7739425849986254,7.0042205,6.3356485,7.4
6.597854312354313,6.55943,6.459998,6.1
7.283639376962911,6.7825484,5.7489414,7.2
5.708497917251593,5.644565,7.371872,5.6
7.429975404225413,7.1878657,6.3985624,7.2
8.891821565009064,9.193498,6.217065,9.1
5.108739315463375,5.119338,6.3506165,4.9
6.7502233006116406,6.6377034,5.796034,6.6
5.577398409748644,5.413814,5.462595,5.5
5.477412637421579,5.4035773,6.494444,5.4
4.972412891532212,4.8343506,5.3526354,4.7
5.3337468596310975,5.320142,4.977072,5.2
5.243348506590407,5.043729,5.1314583,5.0
5.597684443920482,5.409331,5.40359,5.6
5.348029306688761,5.2638297,5.357213,5.5
5.474080533354146,5.3775845,5.719652,5.4
4.724582083850536,4.664614,5.40768,4.6
6.680006310555021,7.0604143,4.8809257,7.4
5.869488234909941,5.6418633,5.454137,5.6
6.519831199790147,6.61078,5.5293446,6.5
5.8492229899729855,4.3897667,5.8632402,4.3
6.317584420073455,6.277867,5.781253,6.1
5.622976490326767,5.5476594,6.2114925,5.4
6.439225635685864,5.820433,5.790665,6.0
6.901450640089639,6.6324267,5.9501133,6.5
6.786787013274887,7.0030518,5.6312943,7.2
6.035345660484106,5.736722,6.722499,5.5
6.4486282896992035,6.376539,6.060916,6.8
5.598075523404472,4.7765985,6.342764,4.7
7.524937499125252,7.4474587,6.1367455,7.7
5.177376172521879,4.8063045,7.389573,4.9
7.3442261035252905,7.3112564,5.3242445,7.7
6.170973388382732,5.878779,5.937167,5.5
7.06016591547289,7.149785,6.4942913,7.4
7.06016591547289,7.149785,6.4498014,7.4
6.942139004514009,6.7600484,6.5267124,7.2
5.550694654882153,5.537095,6.5267124,5.4
7.6381007349132375,7.1393943,7.1040773,7.2
8.725413856976356,8.610454,7.059082,8.7
5.463219123782285,5.3760204,7.2100716,5.2
6.161877338729029,6.141664,6.100751,5.9
5.416417569678784,5.326463,5.590905,5.4
6.585390123447679,6.4920664,6.225748,6.6
5.343059753144317,5.2922106,5.7061214,5.3
6.631940173748647,6.5478935,5.4512305,6.6
5.013918701108855,4.8054023,5.3743124,4.6
6.744510499845533,5.888889,5.8580055,6.2
5.224836086895207,5.2497478,5.5588713,5.0
6.345159134068963,6.3636317,5.5177436,6.3
5.453105736058919,4.928302,5.6754065,4.8
6.6119723312244645,6.589606,5.6457853,6.5
7.252640812890815,7.07804,5.941534,6.4
7.051637265120954,6.7742667,5.930051,7.2
5.369793291631877,5.134038,6.492589,5.0
7.585307317134237,7.5517898,5.910984,7.6
6.425838255847237,6.2491193,5.4838133,5.8
6.092131901741906,5.982364,6.1685143,6.6
5.687277127148451,5.3593802,6.441249,5.0
5.191290039355347,5.2521887,6.282978,5.7
6.552846480426073,6.276567,6.0329647,5.9
6.845151127727427,6.9659605,6.02773,7.3
5.628215210704623,5.2870207,6.5173254,5.1
6.986196469988377,7.0830293,6.417616,7.7
6.200347275368917,5.999216,6.886483,5.6
6.073604145190341,6.0224047,6.546463,6.4
5.679150342712841,5.6168065,6.3550377,5.3
6.259743652469551,6.187279,6.463934,6.4
8.704323579198581,8.768214,7.1487293,9.0
4.713492170575369,4.7088447,6.673768,4.6
6.225834380341442,6.1951623,5.4190245,5.9
7.677646325896328,7.490519,5.520506,7.5
6.227190262113097,6.1308646,5.5790224,5.9
6.24271974679558,6.316466,5.7874193,6.2
5.021318436574899,4.9250827,5.5129814,4.8
5.269752032549567,5.260681,5.4252234,5.2
5.226434687625224,5.021225,5.5718527,4.9
5.632428862191511,5.715454,5.33897,6.1
5.18579051285669,5.1631002,5.5372977,4.6
6.387557931691116,6.322619,5.3666043,6.4
4.810851106206826,4.737932,5.4889636,4.8
6.46631183961756,6.457243,5.4368916,6.5
5.247488546055435,5.164532,5.9674883,5.2
7.1266671961240995,7.1399765,5.513483,7.4
4.68209675697685,4.6362643,6.0919504,4.4
7.06245389970382,7.1545053,6.1894817,7.4
5.599949221122112,5.3374686,5.6123614,5.0
6.533132030715863,6.618114,5.828178,7.0
6.374857583543953,6.45174,6.2084064,6.0
6.10546286291532,6.1159735,6.090522,6.4
6.292349939247695,6.1269636,6.287816,6.0
6.414087282008992,6.5152173,5.9160013,6.8
5.560528605269857,5.1312757,6.4833155,4.9
6.0876981760406155,6.056908,6.2067327,6.3
5.630843984718983,5.692699,6.1058044,5.4
6.296902156459861,5.9790154,6.2351704,6.2
6.544271263322736,6.3662486,6.7416162,6.3
6.31124694686038,5.9836926,6.160261,6.0
7.774437229437229,9.191058,7.1053514,9.6
4.876928670419289,4.7277737,6.190938,4.7
6.93432574105015,9.483341,5.5217733,10.8
5.637291040672819,5.1927114,5.895426,5.0
6.048879478148325,6.2667475,5.626094,5.9
5.608347602420577,5.598851,5.427845,5.5
5.504116353695962,5.5577106,5.437109,5.6
7.656915028258777,7.7731137,6.0175037,8.5
6.109071591705448,6.0901623,6.5305386,5.4
7.317412638287637,7.1431546,5.9484196,7.2
7.371810155122654,7.1745114,6.0414953,7.2
6.151661717004357,6.036027,5.9282465,5.9
6.314635653248361,6.1911917,6.1839,5.8
7.025987292571874,7.058326,5.9960365,7.4
5.608230325024115,5.5207186,6.45809,5.2
7.434387372672762,7.743465,6.127466,8.0
11.88125793650793,14.105531,6.1552114,14.9
6.643536838169731,6.742947,5.8409824,7.0
5.814044678798003,5.634095,6.689165,5.4
8.086384620009621,8.272442,6.105687,8.6
6.878331180511714,7.070265,7.1582603,7.4
5.096111474635526,4.8991737,6.814542,4.7
6.248462548128207,6.3648453,6.192995,6.6
5.619649838709881,5.572809,6.1974726,5.0
6.761210648148142,6.642793,6.4418755,6.8
4.950676106639349,4.8238997,6.694352,4.8
4.221524388024387,4.3260765,5.715499,4.0
5.678497600865872,5.5967455,5.995328,5.5
4.977958449325242,5.0189495,5.774256,4.7
6.247761994161377,6.049867,6.7461395,5.9
7.082860563605309,6.828371,5.35975,6.6
7.0636917328125115,7.3173165,6.104644,7.9
4.900489876949291,4.8324165,6.5661564,4.6
6.127625822236521,6.029152,6.286048,6.4
6.7257980699855695,6.6566195,6.2066298,6.2
6.4672665644540634,6.6044226,6.45294,7.3
5.884523328887371,5.751136,7.368413,5.2
7.807936385248885,8.023435,6.7936907,8.2
6.2917443530237565,6.176299,7.2877674,5.9
6.8562081661844285,6.873086,6.644783,7.2
5.194690958883395,5.113367,6.868761,4.9
6.916710852392233,7.095452,6.094529,7.3
6.417074374252082,6.2634683,6.2172213,6.0
7.710295755170756,7.7566395,5.9314947,8.0
6.44090260022711,6.3783865,6.0364685,6.4
6.674266365578869,6.445989,6.750082,6.5
5.646282304559414,5.602635,7.3348656,5.5
5.767888961328212,6.038344,7.288081,6.3
5.059798514764145,4.9799867,6.8743763,4.8
6.285487786098348,6.129879,6.1970453,6.1
5.907881172743823,5.7032185,5.71399,5.7
6.410661488301668,6.2763433,5.8516846,6.3
5.213492789367176,5.1558084,6.6726246,5.0
6.332385195989172,6.2343335,5.8945675,6.1
5.529044073636837,5.5601015,5.3777,5.6
5.381096764532928,5.464417,5.544021,5.3
4.6846193701526895,4.6660323,5.3875747,4.6
6.4579309901481095,6.6647344,5.4328456,7.2
4.590034962032393,4.569224,5.7307577,4.0
6.423330876968988,6.1772776,5.405349,6.2
7.698088794938725,10.741536,5.5211163,12.3
6.578604533340604,6.514245,5.754422,6.2
6.565687581768312,6.8608494,5.5255494,6.9
6.8229974610828945,6.7021055,6.0841637,6.4
6.4899467553216885,6.571534,5.9959087,6.8
5.9942736488499575,5.9028716,6.332556,5.4
5.371274472340653,5.361958,5.697199,5.8
6.6357690102046885,6.6038437,6.270814,6.1
6.915987798814769,7.0780067,6.0240574,7.7
5.814682880853999,5.3555007,6.199687,5.1
7.326411893797922,7.2452316,6.334406,7.5
7.159276378680362,6.98555,6.4580107,6.8
6.950127668049542,7.017851,6.926219,7.0
5.409743168395277,5.3535066,6.7329216,5.2
7.153712958249241,7.480992,6.567273,7.4
6.477173119630247,6.22753,6.2406654,6.2
5.7611782952204615,5.652864,5.7307167,5.6
4.76873009027727,4.786412,6.071581,4.6
6.545944648363802,6.424149,6.715353,6.5
5.107482419224051,5.1090064,5.4192896,4.9
4.552909779784518,4.4036837,6.1583986,4.4
5.855279857970436,5.6955066,5.467272,5.2
5.302534741132967,5.262029,5.444022,5.4
5.506356938415172,5.5911055,5.248051,5.7
6.986668518051483,6.954955,5.813937,6.9
5.720457543586651,5.637194,5.5425835,5.2
6.717245771313876,6.734692,5.542491,7.2
6.2313326227971695,6.1887045,6.3445635,5.8
6.669922782014016,6.7669964,6.480831,7.0
5.95337859200177,5.9296856,6.2373037,5.4
7.567713440494691,7.698992,6.176285,8.3
6.229809098679311,6.0050354,6.757968,5.7
7.111474779985811,7.1644926,6.5055456,7.4
5.746284359975536,5.789762,6.4039545,5.6
6.298257791204618,6.1813593,6.7261343,6.4
5.512812942310172,5.2186546,6.8899994,5.1
10.21186047979798,11.252566,6.0043497,12.1
4.686458528740305,4.533162,6.614065,4.5
6.513158853353335,6.6205015,5.8866844,7.2
5.191089817176628,4.9548454,5.4958353,5.0
6.197514191583332,6.1388464,5.397661,6.0
4.171117325451885,4.214728,5.630921,4.2
15.374782768157761,16.520622,5.6717825,16.7
5.406394785029061,5.308963,5.3855157,5.3
5.972651589410627,5.8313165,5.879198,5.7
5.622966327546828,5.5173664,5.6501026,5.5
6.81545601570086,6.936395,5.5532255,6.8
5.709387450039881,6.022639,6.064927,5.6
6.333589146789948,5.953195,5.7772803,5.9
5.853495012015405,5.5901976,5.8477182,5.5
5.156391710388748,5.0715046,5.6909885,4.7
6.399203039896615,5.964272,5.6047583,5.4
6.298973660191923,6.518861,6.050803,7.0
5.458466211976704,5.4320164,6.808818,5.2
5.792803524030546,5.433382,6.5301847,5.8
5.134353710783661,5.055001,5.8444824,4.9
11.590735058922554,10.993589,6.1757765,11.0
6.766379479137334,7.107728,6.359482,7.4
6.531655612114514,6.465398,6.9269323,6.1
6.399932716483912,6.3026,6.4246645,6.8
5.811875004777203,5.6849856,6.3704205,5.2
7.432159158107685,7.6213336,6.8775053,7.8
5.894279480595657,5.961075,6.4735155,5.7
7.134180104617611,7.2265415,7.039361,7.2
6.463174502084196,6.09386,6.8876753,6.7
6.230348643358931,6.213906,5.5018024,5.8
6.745446934527323,6.692364,5.86077,7.1
6.183061803655317,6.098222,6.7936964,5.7
6.08685522099265,6.0961823,6.240432,6.4
5.684532798511658,5.6886716,6.0796976,5.1
7.120209681522183,6.889667,6.0909443,7.4
5.58673440588318,5.134402,6.9712152,4.9
6.771268488455985,6.997248,7.3204203,7.0
8.772998813686312,8.670613,7.0592747,8.8
5.1955132984349195,5.109667,6.7065125,4.9
6.226008095935809,6.129797,5.438505,6.9
4.8437915164989365,4.7253447,6.080823,4.7
6.4858056398225,6.3325634,5.918022,6.6
5.487810328756519,5.5608377,5.494071,5.5
6.209041225051283,5.9263406,5.5336075,5.8
6.286748774200618,6.2499685,5.410291,6.3
5.476432119791387,4.6244884,5.926977,4.6
7.414515925148956,7.3219175,5.710475,7.8
6.449036420102896,6.3112955,6.174651,6.3
6.4791347059140865,6.543727,5.78846,6.8
6.657604081186586,6.5512,6.4736843,6.1
6.645257141821604,6.620924,5.8396397,7.0
6.316659371798707,6.383323,6.196807,5.8
6.8625010303844345,6.9356303,6.3181467,7.4
6.702445900720422,6.595737,5.995675,6.2
6.770134866098559,6.6981544,6.044504,7.0
6.453648281108998,6.3271394,6.6225357,5.9
6.810218688223886,7.0775237,6.34062,7.5
5.845393787710168,5.520994,5.7547727,5.3
7.918564814814815,7.9678254,6.598135,8.6
6.790969936313684,6.5980043,6.5615196,6.5
7.948117063492064,8.165234,8.202472,8.3
9.526587301587302,13.681023,8.28656,14.5
5.522836843404334,5.495143,7.897992,5.4
6.618691931449135,6.593965,6.370908,6.7
6.672872363563404,7.2547903,6.9156837,7.6
5.8181980394105866,5.8667526,6.095192,5.7
6.29288680906914,6.15666,5.316544,6.2
5.433990189484873,5.4080157,5.9390163,5.3
7.154531823777187,7.2418036,5.777048,7.7
5.6183281516721815,5.5902715,6.0198984,5.2
6.383308777028253,6.29148,5.7908998,6.6
6.732666735030402,6.626872,5.940502,6.3
5.900422335898145,5.7916465,5.8258524,6.3
6.68139304987099,6.49013,6.4613743,6.4
8.140109006734006,8.075615,6.102659,8.8
6.283865505961672,6.143794,6.5868883,5.8
6.966737665723221,7.1675453,6.755622,7.2
6.966737665723221,7.1675453,6.47781,7.2
6.873206271737522,6.747993,6.363782,6.6
9.716158158970655,13.452712,6.363782,14.6
4.907990546138352,4.763184,7.6356325,4.5
5.237678130404919,5.061217,6.2317114,5.0
4.374323991749021,4.2842946,5.482114,4.3
6.347189149509859,6.4092946,6.1020336,6.2
5.340795644912542,5.272184,5.345782,5.2
5.830167394700235,5.799266,5.6659966,5.8
6.394796282279663,6.2210755,5.4564586,6.2
5.916924622989578,5.2785597,5.7600327,5.0
5.075814177760483,4.909976,5.6362343,4.9
7.127287006974507,6.980462,5.503133,7.1
5.514600865857096,5.489917,5.415708,5.6
5.366238481478662,5.2611256,5.554872,5.4
5.29666890311699,5.1338015,5.67063,4.6
7.063170818206928,7.152126,5.417905,7.4
6.145442458323531,5.869076,5.4922023,5.7
7.339965586541908,7.4533443,5.695836,7.9
7.359778241585309,7.1267853,5.8323946,6.9
6.878042307645282,6.6623907,6.3621883,7.0
5.976420134286558,5.953587,6.486005,5.6
5.7979589837939915,5.6344457,6.412588,5.3
6.191786246638253,6.1744623,6.300746,5.8
5.959380698177451,5.7044005,6.344363,5.4
7.163170178062441,7.0951676,6.357895,7.1
5.460112313035174,5.412867,6.4933195,5.4
5.041452999521493,5.061833,7.668133,4.9
5.631923293119715,5.640361,5.7229095,5.8
5.291327419531677,5.3073726,5.735711,5.2
4.661569371682745,4.6614614,5.4132395,4.6
5.6912456557467,5.734559,5.467379,5.6
5.479060263514842,5.635249,5.556077,5.4
5.737299337670344,5.8396716,6.1326036,5.9
6.7004096940617535,6.9211936,5.6509886,6.5
5.122370252781287,5.1481133,6.084097,4.9
6.279381169543361,6.0059767,6.1429195,6.5
6.519108487576081,6.7042127,6.2529106,6.3
6.622471953864836,6.6365867,6.3335342,6.4
5.838984092878724,5.8195395,6.518976,5.4
6.3546623738748655,6.2216554,6.2979403,6.0
6.968571979525593,7.00032,6.2466955,6.8
6.433079019753571,6.614902,6.5410566,5.7
5.910481289745126,5.77594,6.6735487,5.5
8.849272787397783,8.589124,5.7011504,8.2
5.080724563056821,5.054918,5.39795,5.7
5.3020139374044675,5.346389,6.980916,5.2
5.069003143023352,5.2197127,5.399166,5.8
4.466795066075637,4.597641,5.637761,4.4
6.061489716153309,6.46601,5.4216423,7.5
5.985800004085976,5.8751264,5.439675,5.8
7.028299409417585,7.359725,5.6517925,8.7
5.963890274011974,5.862908,5.9557276,5.7
6.350662274127106,6.146186,5.6269803,5.8
6.86956607624045,6.6841416,6.0646772,6.5
5.787558344986757,5.800235,6.1631594,5.6
5.875073819698822,5.760345,6.712392,5.7
5.478404912888648,5.445537,6.4003515,5.4
5.627626634281714,5.6052732,6.751279,5.5
5.4273801119603045,5.281579,6.75605,4.6
5.803540085176048,5.864978,5.4525747,6.2
6.097166558015847,6.0575247,5.3769684,6.2
6.582259316355541,6.6472187,5.399376,7.4
5.061292964406847,4.9691696,5.4019775,4.8
5.709969978072576,5.8895926,5.5390034,6.4
7.491019615800867,7.3748446,5.493844,7.2
6.142024549802627,6.3212023,5.5017114,6.5
7.240837353432112,6.151443,6.5623226,6.0
8.226399636450942,7.5132275,6.2568064,7.8
8.231505524512745,6.1350474,7.06423,6.1
6.662655390850168,6.4702535,6.5280733,6.2
7.195668180894417,7.0521083,6.908799,6.7
6.917766924073987,7.0028934,6.379421,6.7
5.911091967159604,5.7476945,6.1755285,5.4
6.72950128459927,6.638959,6.405985,6.3
6.707389323639324,6.737487,6.093649,6.5
5.881799730362233,5.8166995,6.425029,5.7
4.851652898560425,4.7871475,6.5460253,4.8
5.264571676233504,5.2895317,6.3953266,5.2
5.469775396129642,5.4424834,6.000354,5.4
